Stock Name,NSE Code,BSE Code,Stock Code,ISIN,Industry Name,sector_name,Current Price,Trendlyne Momentum Score,Trendlyne Valuation Score,is_buyable,Market Capitalization,Prev Week Trendlyne Momentum Score,Is Stock In PE Buy Zone,buy_intensity,Is Stock in PE Sell Zone,Week change %,%Days traded below current PE Price to Earnings,Month Change %,Trendlyne Durability Score,Prev Day Change %,Day change %,Revenue QoQ Growth %,Forecaster Estimates 1Y forward PEG,PEG TTM PE to Growth
Orient Green Power Company Ltd.,GREENPOWER,533263,GREENPOWER,INE999K01014,Green & Renewable Energy,Utilities,12.81,42.14,54.67,23616.84,1502.65,41.35,25.15,35487927.3,25.15,-3.03,25.15,-4.9,65,-0.38,-1.08,49.93,Export NA,0.13
Orient Paper & Industries Ltd.,ORIENTPPR,502420,ORIENTPPR,INE592A01026,Paper & Paper Products,Commercial Services & Supplies,23.01,33.99,30.33,9857.98,488.24,35.44,,4813047.72,,-3.88,,-12.14,30,0.09,-0.99,-16.19,Export NA,-0.66
Orient Technologies Ltd.,ORIENTTECH,544235,ORIENTTECH,INE0PPK01015,IT Consulting & Software,Software & Services,358.3,47.5,33.5,45162.18,1492.02,46.73,61.22,67382972.9,61.22,-1.74,61.22,-21.24,40,-1.45,-0.21,28.34,Export NA,16.33
Oriental Aromatics Ltd.,OAL,500078,OAL,INE959C01023,Specialty Chemicals,Chemicals & Petrochemicals,311.7,33.39,35.67,1499.39,1048.98,34.05,83.48,1572838.2,83.48,-8.89,83.48,-13.79,55,-1.39,-1.25,20.32,Export NA,-1.44
Oriental Rail Infrastructure Ltd.,,531859,ORIRAIL,INE457G01029,Other Industrial Products,General Industrials,151.05,31.77,32.5,3983.64,975.16,44.97,41.92,3884703.9,41.92,-8.26,41.92,-5.92,65,-3.12,0.33,13.14,Export NA,-2.92
Osel Devices Ltd.,OSELDEVICE,,OSELDEVICE,INE0RMF01018,Other Electrical Equipment/Products,Consumer Durables,791.15,78.49,19.17,9720.48,1399.91,76.86,100,13607780,100,-1.55,100,30.41,,4.15,-0.63,,Export NA,
Osia Hyper Retail Ltd.,OSIAHYPER,,OSIAHYPER,INE06IR01021,Department Stores,Retailing,18.33,39.28,49,6747.56,324.37,38.96,15.14,2188675.32,15.14,-6.1,15.14,-13.82,50,-0.32,-1.19,14.26,Export NA,0.97
Osiajee Texfab Ltd.,,540198,OSIAJEE,INE186R01013,Textiles,Textiles Apparels & Accessories,381.4,65.89,42.17,16427.78,205.96,67.21,85.73,3383399.4,85.73,-1.37,85.73,3.95,,-2.03,1.13,111.17,Export NA,0.06
Oswal Agro Mills Ltd.,OSWALAGRO,500317,OSWALAGRO,INE142A01012,Commodity Trading  & Distribution,Commercial Services & Supplies,61.8,29.52,61.33,2272.29,829.57,29.87,25.78,1885023.6,25.78,-3.89,25.78,-17.29,75,0.5,-1.76,-100,Export NA,0
Oswal Green Tech Ltd.,OSWALGREEN,539290,OSWALGREEN,INE143A01010,Other Financial Services,Banking and Finance,34.58,33.61,41.17,3999.58,888.05,33.63,84.78,3551815.54,84.78,-3.14,84.78,-8.4,70,0.43,-0.66,-14.65,Export NA,2.36
Owais Metal and Mineral Processing Ltd.,OWAIS,,OWAIS,INE0R8M01017,Iron & Steel/Interm.Products,Metals & Mining,333.05,22.27,30.83,95201.95,605.56,23.71,,57650955,,-11.54,,-35.85,,10,-5.41,,Export NA,
Oxygenta Pharmaceutical Ltd.,,524636,OXYGENTAPH,INE102E01018,Pharmaceuticals,Pharmaceuticals & Biotechnology,59.84,36.77,11.17,3411.25,221.31,27.82,,754941.44,,1.18,,-4.07,,4.57,-4.62,-5.5,Export NA,0
P E Analytics Ltd.,PROPEQUITY,,PROPEQUITY,INE0KN801013,IT Software Products,Software & Services,192,40.45,34.67,2289.62,201.26,37.74,12.22,460800,12.22,5.96,12.22,3.78,,-2.11,2.15,,Export NA,
P G Foils Ltd.,,526747,PGFOILQ,INE078D01012,Aluminium and Aluminium Products,Metals & Mining,184.9,29.84,51,2739.3,218.09,29.13,86.85,597411.9,86.85,-4.86,86.85,-18.69,75,0.43,-0.27,-10.09,Export NA,-0.41
P S Raj Steels Ltd.,PSRAJ,,PSRAJ,INE0XUS01012,Iron & Steel Products,Metals & Mining,295,55.58,22.5,2653.12,222.38,56.87,100,590000,100,2.52,100,9.67,,1,-2.32,,Export NA,
PNB Gilts Ltd.,PNBGILTS,532366,PNBGILTS,INE859A01011,Finance (including NBFCs),Banking and Finance,83.8,43.06,42.5,14108.88,1508.48,36.58,62.72,21283021.2,62.72,-2.47,62.72,-5.51,45,-1.55,-1.02,-21.28,Export NA,-0.45
PNGS Gargi Fashion Jewellery Ltd.,,543709,GARGI,INE0NT601018,Gems & Jewellery,Textiles Apparels & Accessories,1116.3,57.93,31.67,8237.59,1168.8,55.1,27.26,9628087.5,27.26,-0.53,27.26,26.12,70,-1.02,0.37,70.07,Export NA,1.1
POCL Enterprises Ltd.,,539195,POEL,INE035S01028,Commodity Chemicals,Chemicals & Petrochemicals,181.9,31.59,60.17,12953.37,507.14,38.41,51.55,6569136.6,51.55,-6.67,51.55,-21.71,85,-0.9,-0.11,-2.65,Export NA,0.38
PPAP Automotive Ltd.,PPAP,532934,PPAP,INE095I01015,Auto Parts & Equipment,Automobiles & Auto Components,237.65,50.09,57.17,9901.73,335.41,50.96,92.51,3321158.75,92.51,5.62,92.51,-6.57,75,-2.35,4.92,17.43,Export NA,1.6
PTL Enterprises Ltd.,PTL,509220,PTL,INE034D01049,Misc. Commercial Services,Commercial Services & Supplies,39.94,33.16,49.83,4250.74,528.71,33.51,48.05,2247423.8,48.05,-0.1,48.05,-0.03,70,-0.05,1.04,0.05,Export NA,0.35
PVP Ventures Ltd.,PVP,517556,PVP,INE362A01016,Realty,Realty,37.08,70.21,11,10311.07,965.58,70.76,,9956128.32,,-0.19,,8.87,60,-2.02,-2.01,-0.69,Export NA,1.79
Pakka Ltd.,PAKKA,516030,PAKKA,INE551D01018,Paper & Paper Products,Commercial Services & Supplies,116.99,33.41,38.17,18682.44,525.85,25.49,99.22,9824118.26,99.22,2.41,99.22,-16.72,30,-1.3,2.03,-6.88,Export NA,-0.77
Panache Digilife Ltd.,PANACHE,,PANACHE,INE895W01019,Computer Hardware,Hardware Technology & Equipment,394,59.18,30.83,4207.38,599.98,70.21,59.16,2524358,59.16,-2.23,59.16,-2.33,80,4.75,4.5,32.24,Export NA,0.78
Panama Petrochem Ltd.,PANAMAPET,524820,PANAMAPET,INE305C01029,Refineries/Petro-Products,Oil & Gas,295,46.31,54.17,9972.46,1784.56,43.75,32.94,17796465,32.94,-3.53,32.94,8.86,65,0.07,-0.05,11.54,Export NA,-2.27
Panasonic Carbon India Co. Ltd.,,508941,PANCARBON,INE013E01017,Electrodes & Refractories,General Industrials,497.4,50.61,45,2112.5,238.75,50.44,6.53,504363.6,6.53,0.4,6.53,1.18,65,0.8,0.26,7.81,Export NA,1.32
Panasonic Energy India Company Ltd.,,504093,PANAENERG,INE795A01017,Electronic Components,Commercial Services & Supplies,331.8,33.35,39,921.33,248.85,35.07,92.68,229273.8,92.68,-3.71,92.68,-7.9,55,-2.22,1.7,18.34,Export NA,-0.73
Panchmahal Steel Ltd.,,513511,PANCHMAHQ,INE798F01010,Iron & Steel/Interm.Products,Metals & Mining,327.25,77.18,15,728.58,624.34,76.43,,454877.5,,-1.09,,11.37,50,-1.8,1.95,5.82,Export NA,2.77
Panorama Studios International Ltd.,,539469,PANORAMA,INE258R01028,Movies & Entertainment,Media,173.25,32.51,30,25500.57,1229.01,32.31,56.89,31340578.5,56.89,3.62,56.89,-9.86,35,2.02,0.99,-42.9,Export NA,-56.27
Pansari Developers Ltd.,PANSARI,,PANSARI,INE697V01011,Realty,Realty,299.8,59.24,34.83,1394.53,523.06,68.05,13.99,729413.4,13.99,-8.6,13.99,18.31,65,5,0.13,55.4,Export NA,0.23
Paradeep Parivahan Ltd.,,544383,PPARIVAH,INE0SMW01011,Warehousing & Logistics,Commercial Services & Supplies,165.1,42.64,29.17,3015.45,262.81,51.45,100,792480,100,-1.23,100,13.28,,-0.12,-1.34,,Export NA,
Paramount Communications Ltd.,PARACABLES,530555,PARACABLES,INE074B01023,Wires & Cables,Consumer Durables,39.44,37.34,51.5,14165.09,1203.05,29.9,35.41,17041314.08,35.41,-1.91,35.41,-10.34,65,1.26,-1.79,-5.13,Export NA,-0.66
Parin Enterprises Ltd.,PARIN,,PARIN,INE00U801010,Furniture-Furnishing,Diversified Consumer Services,591.65,65.27,19,3148.05,657.8,64.38,85.39,2070775,85.39,0.39,85.39,6.75,,-0.67,0.28,,Export NA,
Parsvnath Developers Ltd.,PARSVNATH,532780,PARSVNATH,INE561H01026,Realty,Realty,13.46,28.36,17.5,29613.85,585.75,31.18,,17346426.94,,-7.11,,-24.8,,-0.14,-3.99,4.35,Export NA,-0.05
Parth Electricals & Engineering Ltd.,PARTH,,PARTH,INE1H7V01011,Heavy Electrical Equipment,General Industrials,242.65,18.61,21.33,7609.01,331.65,18.39,100,2523560,100,-2.92,100,-8.68,,-4.32,3.92,,Export NA,
Pashupati Cotspin Ltd.,PASHUPATI,544448,PASHUPATI,INE124Y01010,Textiles,Textiles Apparels & Accessories,810.7,59.72,30.33,1300.68,1279.61,58.36,80.49,1664367.1,80.49,-0.36,80.49,2.36,60,0.33,0.08,102.71,Export NA,
Pasupati Acrylon Ltd.,PASUPTAC,500456,PASUPTAC,INE818B01023,Fibres & Plastics,General Industrials,60.17,67.43,48.5,72661.11,536.31,60.2,82.4,38969160.67,82.4,11.86,82.4,40.03,60,-0.57,-2.27,29.72,Export NA,1.29
Patel Chem Specialities Ltd.,,544460,PATELCHEM,INE161701011,Pharmaceuticals,Pharmaceuticals & Biotechnology,84.99,22.13,25.33,10936.87,211.37,15.63,100,2311728,100,1.67,100,-7.2,,-0.66,-1.04,,Export NA,
Patel Retail Ltd.,PATELRMART,544487,PATELRMART,INE0R8B01010,Department Stores,Retailing,259.81,30.85,41,134376.43,867.78,23.65,98.44,116608963.4,98.44,17.44,98.44,16.18,60,1.58,-0.26,21.92,Export NA,
Patil Automation Ltd.,PATILAUTOM,,PATILAUTOM,INE17GV01016,Industrial Machinery,General Industrials,207.65,33.64,20.83,96238.45,453.11,23.98,100,43606500,100,20.06,100,15.39,,13.09,1.61,,Export NA,
Paushak Ltd.,,532742,PAUSHAKLTD,INE111F01024,Specialty Chemicals,Chemicals & Petrochemicals,619.25,51.05,24.17,7528.93,1526.88,43.94,67.19,11495757,67.19,8.54,67.19,-13.2,45,3.92,1.89,5.19,Export NA,-1.74
Pavna Industries Ltd.,PAVNAIND,543915,PAVNAIND,INE07S101038,Auto Parts & Equipment,Automobiles & Auto Components,29.68,27.12,37.67,15725.22,414.13,30.11,98.11,6512207.52,98.11,-6.43,98.11,-24.29,55,-1.43,-4.13,22.76,Export NA,-3.17
Pelatro Ltd.,PELATRO,,PELATRO,INE0VG601013,BPO/KPO,Software & Services,368.6,44.34,31.5,12972.41,383.59,39.37,32.05,4976100,32.05,4.79,32.05,2.25,,0.83,4.45,27.58,Export NA,
Peninsula Land Ltd.,PENINLAND,503031,PENINLAND,INE138A01028,Realty,Realty,29.57,39.54,10.67,9102.75,980.92,42.39,,8929075.48,,-2.34,,-12.67,25,3.68,-0.87,0.27,Export NA,0.08
Permanent Magnets Ltd.,,504132,PERMAGN,INE418E01018,Other Industrial Goods,General Industrials,900.2,55.07,35,8066.52,774.04,44.78,100,6243787.2,100,11.23,100,-8.51,65,5,5,-8.25,Export NA,-1.86
Petro Carbon and Chemicals Ltd.,PCCL,,PCCL,INE998U01015,Petrochemicals,Chemicals & Petrochemicals,183.2,61.06,28.17,1295.55,452.5,51.26,65.22,586240,65.22,1.58,65.22,-0.43,,0.92,-2.19,,Export NA,
Phantom Digital Effects Ltd.,PHANTOMFX,,PHANTOMFX,INE0MLZ01019,Movies & Entertainment,Media,286.55,62.75,28.33,14474.32,391.98,61.71,14.83,5673690,14.83,-1.04,14.83,19.4,,-0.48,-0.62,,Export NA,2.18
Pil Italica Lifestyle Ltd.,PILITA,500327,PILITA,INE600A01035,Plastic Products,General Industrials,10.75,30.16,42.67,39431.23,252.62,36.81,35.94,9961315.5,35.94,-7.41,35.94,-13.45,70,-0.34,-7.17,14.98,Export NA,6.78
Pix Transmissions Ltd.,PIXTRANS,500333,PIXTRANS,INE751B01018,Auto Tyres & Rubber Products,Automobiles & Auto Components,1457.9,51.02,39.67,4046.91,1986.42,33.96,67.47,8038860.6,67.47,0.1,67.47,0.61,75,0.1,-0.16,14.2,Export NA,-1.3
Plastiblends India Ltd.,PLASTIBLEN,523648,PLASTIBLEN,INE083C01022,Specialty Chemicals,Chemicals & Petrochemicals,169.62,38.05,47,1209.73,440.83,32.41,27.3,533285.28,27.3,0.21,27.3,-5.45,50,0.73,0.48,-3.52,Export NA,-2.5
Platinum Industries Ltd.,PLATIND,544134,PLATIND,INE0PT501018,Specialty Chemicals,Chemicals & Petrochemicals,269.4,48.05,28.33,16440.63,1479.68,48,64.57,24326820,64.57,-2.25,64.57,-1.41,40,-0.96,-1.88,-14.74,Export NA,-1.87
Poddar Pigments Ltd.,PODDARMENT,524570,PODDARMENT,INE371C01013,Dyes & Pigments,Chemicals & Petrochemicals,254.45,32.19,50,9374.18,269.97,32.26,87.09,2530759.7,87.09,-4.14,87.09,-8.36,45,1.17,-1.89,0.17,Export NA,-0.4
Polo Queen Industrial and Fintech Ltd.,,540717,PQIF,INE689M01025,Personal Products,FMCG,30.62,15.73,23,674.64,1028.07,22.85,14.2,693573.62,14.2,-10.26,14.2,-22.89,75,-1.83,0.39,20.02,Export NA,-16.81
Polysil Irrigation Systems Ltd.,POLYSIL,,POLYSIL,INE517M01028,Plastic Products,General Industrials,343,77.76,1.83,24883.25,771.92,77.18,,19208000,,12.51,,28.44,,1.99,1.99,,Export NA,
Ponni Sugars (Erode) Ltd.,PONNIERODE,532460,PONNIERODE,INE838E01017,Sugar,"Food, Beverages & Tobacco",286.7,32.85,50.5,3599.51,246.52,32.6,77.63,887336.5,77.63,0.19,77.63,-3.5,55,2.06,-1.24,88.39,Export NA,-0.26
Popular Vehicles and Services Ltd.,PVSL,544144,PVSL,INE772T01024,Specialty Retail,Retailing,134.37,48.51,41.33,13033.19,956.69,50.82,,12468729.78,,-4.53,,-7.27,45,0.01,-0.1,16.74,Export NA,0.18
Power and Instrumentation (Gujarat) Ltd.,PIGL,543912,PIGL,INE557Z01018,Construction & Engineering,Cement and Construction,151.85,49.05,43.33,12816.47,273.68,44.01,54.85,3507583.15,54.85,1.19,54.85,-3.86,65,0.49,0.61,70.13,Export NA,0.48
Pradeep Metals Ltd.,,513532,PRADPME,INE770A01010,Auto Parts & Equipment,Automobiles & Auto Components,238.05,44.45,47.83,3399.54,411.11,42.87,67.13,1397591.55,67.13,-4.28,67.13,6.96,70,-3.65,0.34,10.49,Export NA,-2.95
Prajay Engineers Syndicate Ltd.,PRAENG,531746,PRAENG,INE505C01016,Realty,Realty,30.88,62.94,32.67,5668.06,215.96,66.39,,1224083.2,,2.73,,6.26,40,-1.65,-2.43,-41.87,Export NA,-0.24
Prakash Pipes Ltd.,PPL,542684,PPL,INE050001010,Plastic Products,General Industrials,248.15,28.18,54.33,28023.2,593.54,28.88,77.23,16632750.05,77.23,-4.87,77.23,-15.67,55,-0.84,-2.05,-11.03,Export NA,-0.24
Pramara Promotions Ltd.,PRAMARA,,PRAMARA,INE0O7A01017,Advertising & Media,Media,353.55,73.33,19.33,207254.63,493,74.93,100,102175950,100,6.52,100,12.11,,-1.88,1.06,,Export NA,
Pratham EPC Projects Ltd.,PRATHAM,,PRATHAM,INE0QA601016,Construction & Engineering,Cement and Construction,155.9,38.73,23.17,6149.62,283.93,37.23,,1746080,,7.81,,-10.91,,0.65,1.23,,Export NA,
Praveg Ltd.,,531637,PRAVEG,INE722B01019,Advertising & Media,Media,304.95,34.66,23,13306.45,797.16,33.8,,10607380.8,,-1.83,,-10.69,40,1.05,0.63,-4.79,Export NA,3.56
Precision Camshafts Ltd.,PRECAM,539636,PRECAM,INE484I01029,Auto Parts & Equipment,Automobiles & Auto Components,174.65,39.06,51.17,11210.62,1658.93,47.92,27.3,18597605.25,27.3,-5.02,27.3,-6.78,75,0.1,-1.42,1.63,Export NA,0.66
Precision Electronics Ltd.,,517258,PRECISIO,INE143C01024,Electronic Components,Commercial Services & Supplies,187.05,51.55,29.83,444.09,259.04,53.39,60.6,115035.75,60.6,-2.78,60.6,-26.93,55,0.24,-0.11,-30.14,Export NA,0.89
Precot Ltd.,PRECOT,521184,PRECOT,INE283A01014,Textiles,Textiles Apparels & Accessories,434.4,31.7,56.33,1449.17,521.28,43.55,59.81,755421.6,59.81,-7.14,59.81,-1.51,65,-1.36,-2.71,3.48,Export NA,-0.71
Premier Polyfilm Ltd.,PREMIERPOL,514354,PREMIERPOL,INE309M01020,Plastic Products,General Industrials,45.84,46.41,45.5,30484.76,480.14,39.61,59.96,14636941.2,59.96,2.94,59.96,6.65,75,0.53,0.42,11.73,Export NA,2.84
Prevest Denpro Ltd.,,543363,PREVEST,INE0GAO01018,Medical Equipment,Healthcare,440.3,40.08,33.5,9664.25,528.49,43.16,1.6,5107480,1.6,-4.39,1.6,-18.46,70,-1.78,-1.16,18.24,Export NA,3.91
Prime Fresh Ltd.,,540404,PRIMEFRESH,INE442V01012,Other Agricultural Products,"Food, Beverages & Tobacco",249.25,52.08,32.17,12850.11,340.12,56.7,2.56,4370598.75,2.56,-1.64,2.56,-13.5,60,2.93,2.87,24.48,Export NA,
Prime Securities Ltd.,PRIMESECU,500337,PRIMESECU,INE032B01021,Other Financial Services,Banking and Finance,304.05,61.98,30.33,19199.83,1030.74,60.83,71.74,19790006.4,71.74,-4.34,71.74,5.08,65,-1.78,1.83,-25.9,Export NA,-2.14
Primo Chemicals Ltd.,,506852,PRIMO,INE607A01022,Commodity Chemicals,Chemicals & Petrochemicals,25.52,54.87,57,111048.92,618.46,30.07,89.3,68679296.4,89.3,14.85,89.3,8.14,80,0.04,1.55,-5.07,Export NA,0.24
Pritika Auto Industries Ltd.,PRITIKAUTO,539359,PRITIKAUTO,INE583R01029,Auto Parts & Equipment,Automobiles & Auto Components,14.54,39.6,58.5,32833.89,242.11,40.11,37.6,7949396.04,37.6,-3.07,37.6,-8.67,60,0.13,-2.61,1.6,Export NA,2.34
Prizor Viztech Ltd.,PRIZOR,,PRIZOR,INE0V9N01017,Consumer Electronics,Consumer Durables,304.9,56.03,22.17,19829.39,325.97,58.46,93.25,6463880,93.25,-4.82,93.25,-13.38,,-0.08,0.28,,Export NA,
Pro Fin Capital Services Ltd.,,511557,PROFINC,INE732K01027,Other Financial Services,Banking and Finance,13.21,72.69,42.33,1448237.07,391.41,54.53,42.78,566852447.4,42.78,51.66,42.78,24.74,45,4.94,3.61,323.98,Export NA,0.02
Property Share Investment Trust - Propshare Platina REIT,,544295,PSPLATINA,INE19RO25013,REITs-InvITs,Realty,1010000,45.03,36.83,8823.53,343.4,34.12,,3030000,,0.7,,1.51,,0.8,0,271.43,Export NA,
Property Share Investment Trust - Propshare Titania REIT,,544462,PSTITANIA,INE19RO25021,REITs-InvITs,Realty,1060000,10.87,44.83,2222.22,477,11.63,,1060000,,0,,0.66,,-0.84,0,,Export NA,
Prostarm Info Systems Ltd.,PROSTARM,544410,PROSTARM,INE0BX301013,Other Electrical Equipment/Products,Consumer Durables,173.05,21.23,26.83,456446.24,1018.82,25.2,92.59,465038822.5,92.59,10.6,92.59,-0.25,60,14.05,-4.95,20.03,Export NA,
Proventus Agrocom Ltd.,PROV,,PROV,INE0ONE01016,Commodity Trading  & Distribution,Commercial Services & Supplies,1260,46.66,21.67,5802.65,434.28,55.89,45.74,2520000,45.74,-1.18,45.74,10.82,,-2.05,1.61,,Export NA,
Prozone Realty Ltd.,PROZONER,534675,PROZONER,INE195N01013,Realty,Realty,54,57.1,24.17,7488.19,824.06,59.48,,6170688,,-6.27,,-18.19,50,-2,0.19,20.8,Export NA,0.18
Pudumjee Paper Products Ltd.,PDMJEPAPER,539785,PDMJEPAPER,INE865T01018,Paper & Paper Products,Commercial Services & Supplies,101.99,48.18,50.67,3924.8,968.4,41.67,58.9,3800759.34,58.9,-1.72,58.9,-12.41,60,-0.18,-0.06,5.44,Export NA,-0.38
Pune E-Stock Broking Ltd.,,544141,PESB,INE510U01018,Capital Markets,Banking and Finance,223,66.83,25.67,5622.68,349.02,57.6,60.57,1962400,60.57,6.39,60.57,3.55,,-1.01,0.9,,Export NA,
Punjab Chemicals and Crop Protection Ltd.,PUNJABCHEM,506618,PUNJABCHEM,INE277B01014,Agrochemicals,Chemicals & Petrochemicals,1415,65.28,40,15313.73,1735.1,61.45,63.68,26570870,63.68,3.95,63.68,0.16,70,3.36,3.01,-20.14,Export NA,1.02
Purple Finance Ltd.,,544191,PURPLEFIN,INE0CYK01015,Finance (including NBFCs),Banking and Finance,44.08,49.65,12.17,18557.74,239.9,46.14,,4452035.92,,0.92,,10.81,,2.36,0.62,79.65,Export NA,0.64
Purple United Sales Ltd.,PURPLEUTED,,PURPLEUTED,INE0P5R01014,Other Apparels & Accessories,Textiles Apparels & Accessories,491.8,65.63,20.67,4422.57,472.61,69.47,100,2090150,100,-11.4,100,-7.99,,-2,-1.99,,Export NA,
Pushpa Jewellers Ltd.,PUSHPA,,PUSHPA,INE154801018,Gems & Jewellery,Textiles Apparels & Accessories,118.5,17.92,25,2476.99,287.04,16.15,100,711000,100,-2.31,100,-10.63,,0.6,0.68,,Export NA,
Pyramid Technoplast Ltd.,,543969,PYRAMID,INE0MIS01010,Containers & Packaging,Commercial Services & Supplies,163.5,50.55,47.5,28.27,601.43,45.51,51.16,17004,51.16,-0.61,51.16,2.09,50,0.86,-0.55,-1.83,Export NA,13.08
Quadrant Future Tek Ltd.,QUADFUTURE,544336,QUADFUTURE,INE0LRY01011,Wires & Cables,Consumer Durables,304.5,32.13,3.67,41670.75,1218,31.51,,50754973.5,,-3.15,,-14.93,45,1.4,-2.56,19.72,Export NA,0.17
Qualitek Labs Ltd.,,544091,QLL,INE0Q1R01012,Consulting Services,Commercial Services & Supplies,399.8,52.82,21.5,1202.47,398.98,52.44,100,479760,100,2.51,100,-8.09,,1.3,2.51,,Export NA,
Quest Capital Markets Ltd.,,500069,QUESTCAP,INE418C01012,Other Financial Services,Banking and Finance,304.3,32.17,44.5,618,304.3,32.48,58.06,188057.4,58.06,-6.34,58.06,-10.53,,0.97,0.78,-46.33,Export NA,-3.99
Quest Flow Controls Ltd.,,543982,QUESTFLOW,INE0OYE01013,Other Industrial Products,General Industrials,220.15,25.41,27.17,8267.64,223.67,25.59,,1849260,,-1.52,,-18.61,,5.06,2.4,,Export NA,
Quick Heal Technologies Ltd.,QUICKHEAL,539678,QUICKHEAL,INE306L01010,IT Software Products,Software & Services,307.45,33.17,9.67,19344.72,1666.09,34.33,,32229983.5,,-1.19,,-5.3,30,-0.54,1.97,45.94,Export NA,22.01
R K Swamy Ltd.,RKSWAMY,544136,RKSWAMY,INE0NQ801033,Advertising & Media,Media,121.85,34.3,32.5,4565.82,615.06,35.42,20.24,2808276.95,20.24,-3.35,20.24,-9.07,50,-1.37,-1.38,-5.05,Export NA,-0.72
R&B Denims Ltd.,,538119,RNBDENIMS,INE012Q01021,Textiles,Textiles Apparels & Accessories,121.8,59.85,39.33,609.62,1095.88,71.71,94.14,668073,94.14,-6.63,94.14,-7.24,70,-1.99,-4.81,9.76,Export NA,0.95
RBM Infracon Ltd.,RBMINFRA,,RBMINFRA,INE0NA301016,Construction & Engineering,Cement and Construction,460,54.43,47,8840.4,489.12,63.63,15.89,4324000,15.89,-3.2,15.89,9,,-0.3,-2.09,135.24,Export NA,0.1
RBZ Jewellers Ltd.,RBZJEWEL,544060,RBZJEWEL,INE0PEQ01016,Gems & Jewellery,Textiles Apparels & Accessories,138.78,35.5,50,18478.25,555.12,44.25,0.42,10257646.14,0.42,-5.29,0.42,-1.61,75,-1.81,0.12,91.95,Export NA,0.15
RDB Infrastructure and Power Ltd.,,533285,RDBIPL,INE245L01028,Realty,Realty,48.32,41.22,27.33,1933.27,954.97,48.34,86.05,1846210.56,86.05,-3.76,86.05,2.2,55,-1.47,2.87,-72.62,Export NA,0.92
RDB Rasayans Ltd.,,533608,RDBRL,INE123M01017,Containers & Packaging,Commercial Services & Supplies,160.05,54.47,45.67,1262.22,283.53,57.31,45.87,357871.8,45.87,-1.6,45.87,2.6,75,-1.9,1.62,21.78,Export NA,0.31
RDB Real Estate Constructions Ltd.,,544346,RRECL,INE0AK901016,Others,Others,138.65,40.02,33.67,23851.21,239.63,48.04,,5715568.95,,-12.22,,-22.32,40,-0.31,-3.08,-5.92,Export NA,0.29
RIR Power Electronics Ltd.,,517035,RIR,INE302D01024,Electronic Components,Commercial Services & Supplies,212.65,40.52,20.17,17924.68,1631.82,41.87,67.34,29249794.85,67.34,-4.71,67.34,-28.9,50,4.98,4.99,-77.95,Export NA,28.54
RMC Switchgears Ltd.,,540358,RMC,INE655V01019,Other Electrical Equipment/Products,Consumer Durables,496.75,25.96,30.67,45122.92,522.92,29.36,22.47,23595625,22.47,-8.79,22.47,-30.27,,-0.03,-4.66,,Export NA,
RNFI Services Ltd.,RNFI,,RNFI,INE0SA001017,Other Financial Services,Banking and Finance,357.8,54.03,27,3366.37,892.81,53.63,71.71,3005520,71.71,3.71,71.71,-1.3,,-1.77,1.65,-11.12,Export NA,
RPP Infra Projects Ltd.,RPPINFRA,533284,RPPINFRA,INE324L01013,Construction & Engineering,Cement and Construction,104.44,28.65,47.83,4453.89,517.88,28.51,30.96,2306557.4,30.96,-2.86,30.96,-13.85,50,-0.31,-0.11,-8.7,Export NA,-0.65
RR Financial Consultants Ltd.,,511626,RRFIN,INE229D01011,Finance (including NBFCs),Banking and Finance,195.05,68,44.17,250.44,215.74,71.34,48.78,54028.85,48.78,-11.36,48.78,9.18,90,-1.99,-1.98,-19.65,Export NA,0
RRIL Ltd.,,531307,RRIL,INE951M01037,Textiles,Textiles Apparels & Accessories,20.24,48.58,39.5,2571.89,245.34,57.49,43.61,630982,43.61,-1.36,43.61,-3.48,70,0.53,-2.6,55.31,Export NA,0.65
RRP Defense Ltd.,,530929,RRPDEFENSE,INE535P01015,Commodity Trading  & Distribution,Commercial Services & Supplies,955.3,70.2,30.33,145.06,1310.56,78.09,92.22,190104.7,92.22,-0.99,92.22,13.68,,-1,-0.99,,Export NA,0.08
RSWM Ltd.,RSWM,500350,RSWM,INE611A01016,Textiles,Textiles Apparels & Accessories,157.52,44.64,63,3355.29,741.95,54.15,89.39,2489446.08,89.39,-4.64,89.39,6.61,70,-1.13,-0.56,-1.65,Export NA,0.73
Race Eco Chain Ltd.,,537785,RACE,INE084Q01012,Waste Management,Utilities,163.3,24.31,40,81.13,281.81,26.89,1.6,22862,1.6,0.06,1.6,-26.11,65,-0.46,1.68,-5.29,Export NA,1.62
Racl Geartech Ltd.,,520073,RACLGEAR,INE704B01017,Auto Parts & Equipment,Automobiles & Auto Components,1063.7,46.95,38.5,167.12,1253.9,57.95,91.29,209548.9,91.29,-0.23,91.29,-2.15,65,0.42,0.13,19.53,Export NA,5.26
Radhika Jeweltech Ltd.,RADHIKAJWE,540125,RADHIKAJWE,INE583V01021,Gems & Jewellery,Textiles Apparels & Accessories,80.16,35.86,47.83,8217.71,945.89,30.99,47.82,7773035.04,47.82,-3.99,47.82,-3.83,75,-0.1,-0.39,34.19,Export NA,0.35
